Title,"HE student enrolments by level of study, first year marker, mode of study, sex and country of HE provider",,,,,,
Total undergraduate,All,Part-time,Scotland,Male,2019/20,13210,60%
Total undergraduate,All,Part-time,Scotland,Other,2019/20,320,77%
Total undergraduate,All,Part-time,Wales,All,2015/16,25220,68%
Total undergraduate,All,Part-time,Wales,Female,2015/16,14950,68%
Total undergraduate,All,Part-time,Wales,Male,2015/16,10260,69%
Total undergraduate,All,Part-time,Wales,Other,2015/16,10,..
Total undergraduate,All,Part-time,Wales,All,2016/17,24750,69%
Total undergraduate,All,Part-time,Wales,Female,2016/17,14530,68%
Total undergraduate,All,Part-time,Wales,Male,2016/17,10215,70%
Total undergraduate,All,Part-time,Wales,Other,2016/17,10,..
Total undergraduate,All,Part-time,Wales,All,2017/18,23170,68%
Total undergraduate,All,Part-time,Wales,Female,2017/18,13675,67%
Total undergraduate,All,Part-time,Wales,Male,2017/18,9470,70%
Total undergraduate,All,Part-time,Wales,Other,2017/18,25,74%
Total undergraduate,All,Part-time,Wales,All,2018/19,24180,69%
Total undergraduate,All,Part-time,Wales,Female,2018/19,14420,67%
Total undergraduate,All,Part-time,Wales,Male,2018/19,9745,72%
Total undergraduate,All,Part-time,Wales,Other,2018/19,20,60%
Total undergraduate,All,Part-time,Wales,All,2019/20,24845,69%
Total undergraduate,All,Part-time,Wales,Female,2019/20,14770,67%
Total undergraduate,All,Part-time,Wales,Male,2019/20,10055,72%
Total undergraduate,All,Part-time,Wales,Other,2019/20,20,44%
Total undergraduate,First year,All,All,All,2015/16,700915,69%
Total undergraduate,First year,All,All,Female,2015/16,403840,68%
Total undergraduate,First year,All,All,Male,2015/16,296750,70%
Total undergraduate,First year,All,All,Not known,2015/16,150,87%
Total undergraduate,First year,All,All,Other,2015/16,175,65%
Total undergraduate,First year,All,All,All,2016/17,695095,67%
Total undergraduate,First year,All,All,Female,2016/17,399495,66%
Total undergraduate,First year,All,All,Male,2016/17,295220,68%
Total undergraduate,First year,All,All,Not known,2016/17,85,88%
Total undergraduate,First year,All,All,Other,2016/17,300,49%
Total undergraduate,First year,All,All,All,2017/18,695945,65%
Total undergraduate,First year,All,All,Female,2017/18,398400,64%
Total undergraduate,First year,All,All,Male,2017/18,296885,67%
Total undergraduate,First year,All,All,Not known,2017/18,155,98%
Total undergraduate,First year,All,All,Other,2017/18,505,47%
Total undergraduate,First year,All,All,All,2018/19,701815,65%
Total undergraduate,First year,All,All,Female,2018/19,404395,64%
Total undergraduate,First year,All,All,Male,2018/19,296350,66%
Total undergraduate,First year,All,All,Not known,2018/19,220,87%
Total undergraduate,First year,All,All,Other,2018/19,850,55%
Total undergraduate,First year,All,All,All,2019/20,721740,63%
Total undergraduate,First year,All,All,Female,2019/20,411075,62%
Total undergraduate,First year,All,All,Male,2019/20,309430,65%
Total undergraduate,First year,All,All,Not known,2019/20,0,..
Total undergraduate,First year,All,All,Other,2019/20,1235,54%
Total undergraduate,First year,All,England,All,2015/16,574915,68%
Total undergraduate,First year,All,England,Female,2015/16,330500,68%
Total undergraduate,First year,All,England,Male,2015/16,244145,69%
Total undergraduate,First year,All,England,Not known,2015/16,150,87%
Total undergraduate,First year,All,England,Other,2015/16,120,65%
Total undergraduate,First year,All,England,All,2016/17,566880,66%
Total undergraduate,First year,All,England,Female,2016/17,324665,65%
Total undergraduate,First year,All,England,Male,2016/17,241955,67%
Total undergraduate,First year,All,England,Not known,2016/17,85,88%
Total undergraduate,First year,All,England,Other,2016/17,180,41%
Total undergraduate,First year,All,England,All,2017/18,567750,65%
Total undergraduate,First year,All,England,Female,2017/18,323580,64%
Total undergraduate,First year,All,England,Male,2017/18,243745,67%
Total undergraduate,First year,All,England,Not known,2017/18,155,98%
Total undergraduate,First year,All,England,Other,2017/18,270,35%
Total undergraduate,First year,All,England,All,2018/19,572740,64%
Total undergraduate,First year,All,England,Female,2018/19,328035,63%
Total undergraduate,First year,All,England,Male,2018/19,244110,66%
Total undergraduate,First year,All,England,Not known,2018/19,220,87%
Total undergraduate,First year,All,England,Other,2018/19,375,40%
Total undergraduate,First year,All,England,All,2019/20,588915,63%
Total undergraduate,First year,All,England,Female,2019/20,332395,62%
Total undergraduate,First year,All,England,Male,2019/20,255710,65%
Total undergraduate,First year,All,England,Not known,2019/20,0,..
Total undergraduate,First year,All,England,Other,2019/20,810,51%
Total undergraduate,First year,All,Northern Ireland,All,2015/16,17250,75%
Total undergraduate,First year,All,Northern Ireland,Female,2015/16,10175,74%
Total undergraduate,First year,All,Northern Ireland,Male,2015/16,7075,77%
Total undergraduate,First year,All,Northern Ireland,All,2016/17,16800,73%
Total undergraduate,First year,All,Northern Ireland,Female,2016/17,9785,72%
Total undergraduate,First year,All,Northern Ireland,Male,2016/17,7010,76%
Total undergraduate,First year,All,Northern Ireland,All,2017/18,16590,71%
Total undergraduate,First year,All,Northern Ireland,Female,2017/18,9720,69%
Total undergraduate,First year,All,Northern Ireland,Male,2017/18,6870,73%
Total undergraduate,First year,All,Northern Ireland,All,2018/19,16400,68%
Total undergraduate,First year,All,Northern Ireland,Female,2018/19,9625,66%
Total undergraduate,First year,All,Northern Ireland,Male,2018/19,6775,72%
Total undergraduate,First year,All,Northern Ireland,All,2019/20,19015,69%
Total undergraduate,First year,All,Northern Ireland,Female,2019/20,11830,69%
Total undergraduate,First year,All,Northern Ireland,Male,2019/20,7185,68%
Total undergraduate,First year,All,Scotland,All,2015/16,64330,66%
Total undergraduate,First year,All,Scotland,Female,2015/16,38415,67%
Total undergraduate,First year,All,Scotland,Male,2015/16,25885,65%
Total undergraduate,First year,All,Scotland,Other,2015/16,35,60%
Total undergraduate,First year,All,Scotland,All,2016/17,65930,65%
Total undergraduate,First year,All,Scotland,Female,2016/17,39460,65%
Total undergraduate,First year,All,Scotland,Male,2016/17,26385,65%
Total undergraduate,First year,All,Scotland,Other,2016/17,80,64%
Total undergraduate,First year,All,Scotland,All,2017/18,66550,64%
Total undergraduate,First year,All,Scotland,Female,2017/18,40000,64%
Total undergraduate,First year,All,Scotland,Male,2017/18,26355,63%
Total undergraduate,First year,All,Scotland,Other,2017/18,195,80%
Total undergraduate,First year,All,Scotland,All,2018/19,66915,63%
Total undergraduate,First year,All,Scotland,Female,2018/19,40495,63%
Total undergraduate,First year,All,Scotland,Male,2018/19,25995,62%
Total undergraduate,First year,All,Scotland,Other,2018/19,425,77%
Total undergraduate,First year,All,Scotland,All,2019/20,67410,60%
Total undergraduate,First year,All,Scotland,Female,2019/20,40495,60%
Total undergraduate,First year,All,Scotland,Male,2019/20,26545,60%
Total undergraduate,First year,All,Scotland,Other,2019/20,375,60%
Total undergraduate,First year,All,Wales,All,2015/16,44415,76%
Total undergraduate,First year,All,Wales,Female,2015/16,24745,76%
Total undergraduate,First year,All,Wales,Male,2015/16,19650,77%
Total undergraduate,First year,All,Wales,Other,2015/16,20,76%
Total undergraduate,First year,All,Wales,All,2016/17,45485,76%
Total undergraduate,First year,All,Wales,Female,2016/17,25580,76%
Total undergraduate,First year,All,Wales,Male,2016/17,19865,76%
Total undergraduate,First year,All,Wales,Other,2016/17,40,72%
Total undergraduate,First year,All,Wales,All,2017/18,45050,75%
Total undergraduate,First year,All,Wales,Female,2017/18,25100,74%
Total undergraduate,First year,All,Wales,Male,2017/18,19915,76%
Total undergraduate,First year,All,Wales,Other,2017/18,35,71%
Total undergraduate,First year,All,Wales,All,2018/19,45765,73%
Total undergraduate,First year,All,Wales,Female,2018/19,26240,73%
Total undergraduate,First year,All,Wales,Male,2018/19,19475,74%
Total undergraduate,First year,All,Wales,Other,2018/19,45,73%
Total undergraduate,First year,All,Wales,All,2019/20,46400,72%
Total undergraduate,First year,All,Wales,Female,2019/20,26360,72%
Total undergraduate,First year,All,Wales,Male,2019/20,19990,71%
Total undergraduate,First year,All,Wales,Other,2019/20,55,68%
Total undergraduate,First year,Full-time,All,All,2015/16,549010,72%
Total undergraduate,First year,Full-time,All,Female,2015/16,304410,72%
Total undergraduate,First year,Full-time,All,Male,2015/16,244305,73%
Total undergraduate,First year,Full-time,All,Not known,2015/16,150,87%
Total undergraduate,First year,Full-time,All,Other,2015/16,145,71%
Total undergraduate,First year,Full-time,All,All,2016/17,558395,71%
Total undergraduate,First year,Full-time,All,Female,2016/17,310935,70%
Total undergraduate,First year,Full-time,All,Male,2016/17,247180,71%
Total undergraduate,First year,Full-time,All,Not known,2016/17,80,88%
Total undergraduate,First year,Full-time,All,Other,2016/17,200,51%
Total undergraduate,First year,Full-time,All,All,2017/18,563720,69%
Total undergraduate,First year,Full-time,All,Female,2017/18,313785,68%
Total undergraduate,First year,Full-time,All,Male,2017/18,249530,70%
Total undergraduate,First year,Full-time,All,Not known,2017/18,150,100%
Total undergraduate,First year,Full-time,All,Other,2017/18,250,39%
Total undergraduate,First year,Full-time,All,All,2018/19,569800,68%
Total undergraduate,First year,Full-time,All,Female,2018/19,320075,67%
Total undergraduate,First year,Full-time,All,Male,2018/19,249145,69%
Total undergraduate,First year,Full-time,All,Not known,2018/19,215,89%
Total undergraduate,First year,Full-time,All,Other,2018/19,370,44%
Total undergraduate,First year,Full-time,All,All,2019/20,594850,66%
Total undergraduate,First year,Full-time,All,Female,2019/20,331915,66%
Total undergraduate,First year,Full-time,All,Male,2019/20,262390,67%
Total undergraduate,First year,Full-time,All,Not known,2019/20,0,..
Total undergraduate,First year,Full-time,All,Other,2019/20,550,46%
Total undergraduate,First year,Full-time,England,All,2015/16,464255,73%
Total undergraduate,First year,Full-time,England,Female,2015/16,257125,72%
Total undergraduate,First year,Full-time,England,Male,2015/16,206875,73%
Total undergraduate,First year,Full-time,England,Not known,2015/16,150,87%
Total undergraduate,First year,Full-time,England,Other,2015/16,105,74%
Total undergraduate,First year,Full-time,England,All,2016/17,471455,71%
Total undergraduate,First year,Full-time,England,Female,2016/17,262170,70%
Total undergraduate,First year,Full-time,England,Male,2016/17,209045,72%
Total undergraduate,First year,Full-time,England,Not known,2016/17,80,88%
Total undergraduate,First year,Full-time,England,Other,2016/17,155,52%
Total undergraduate,First year,Full-time,England,All,2017/18,475010,69%
Total undergraduate,First year,Full-time,England,Female,2017/18,263755,68%
Total undergraduate,First year,Full-time,England,Male,2017/18,210910,71%
Total undergraduate,First year,Full-time,England,Not known,2017/18,150,100%
Total undergraduate,First year,Full-time,England,Other,2017/18,195,36%
Total undergraduate,First year,Full-time,England,All,2018/19,480740,68%
Total undergraduate,First year,Full-time,England,Female,2018/19,269115,67%
Total undergraduate,First year,Full-time,England,Male,2018/19,211125,70%
Total undergraduate,First year,Full-time,England,Not known,2018/19,215,89%
Total undergraduate,First year,Full-time,England,Other,2018/19,285,43%
Total undergraduate,First year,Full-time,England,All,2019/20,504355,67%
Total undergraduate,First year,Full-time,England,Female,2019/20,280170,66%
Total undergraduate,First year,Full-time,England,Male,2019/20,223740,68%
Total undergraduate,First year,Full-time,England,Not known,2019/20,0,..
Total undergraduate,First year,Full-time,England,Other,2019/20,445,49%
Total undergraduate,First year,Full-time,Northern Ireland,All,2015/16,9855,78%
Total undergraduate,First year,Full-time,Northern Ireland,Female,2015/16,5540,78%
Total undergraduate,First year,Full-time,Northern Ireland,Male,2015/16,4315,78%
Total undergraduate,First year,Full-time,Northern Ireland,All,2016/17,10555,78%
Total undergraduate,First year,Full-time,Northern Ireland,Female,2016/17,5795,78%
Total undergraduate,First year,Full-time,Northern Ireland,Male,2016/17,4760,78%
Total undergraduate,First year,Full-time,Northern Ireland,All,2017/18,10375,74%
Total undergraduate,First year,Full-time,Northern Ireland,Female,2017/18,5835,73%
Total undergraduate,First year,Full-time,Northern Ireland,Male,2017/18,4540,75%
Total undergraduate,First year,Full-time,Northern Ireland,All,2018/19,10280,73%
Total undergraduate,First year,Full-time,Northern Ireland,Female,2018/19,5810,72%
Total undergraduate,First year,Full-time,Northern Ireland,Male,2018/19,4470,74%
Total undergraduate,First year,Full-time,Northern Ireland,All,2019/20,10545,70%
Total undergraduate,First year,Full-time,Northern Ireland,Female,2019/20,6020,70%
Total undergraduate,First year,Full-time,Northern Ireland,Male,2019/20,4525,69%
Total undergraduate,First year,Full-time,Scotland,All,2015/16,46075,66%
Total undergraduate,First year,Full-time,Scotland,Female,2015/16,26510,67%
Total undergraduate,First year,Full-time,Scotland,Male,2015/16,19540,65%
Total undergraduate,First year,Full-time,Scotland,Other,2015/16,30,62%
Total undergraduate,First year,Full-time,Scotland,All,2016/17,46655,64%
Total undergraduate,First year,Full-time,Scotland,Female,2016/17,26985,64%
Total undergraduate,First year,Full-time,Scotland,Male,2016/17,19655,64%
Total undergraduate,First year,Full-time,Scotland,Other,2016/17,20,32%
Total undergraduate,First year,Full-time,Scotland,All,2017/18,47700,63%
Total undergraduate,First year,Full-time,Scotland,Female,2017/18,27850,63%
Total undergraduate,First year,Full-time,Scotland,Male,2017/18,19810,63%
Total undergraduate,First year,Full-time,Scotland,Other,2017/18,35,49%
Total undergraduate,First year,Full-time,Scotland,All,2018/19,48450,62%
Total undergraduate,First year,Full-time,Scotland,Female,2018/19,28445,62%
Total undergraduate,First year,Full-time,Scotland,Male,2018/19,19955,62%
Total undergraduate,First year,Full-time,Scotland,Other,2018/19,50,35%
Total undergraduate,First year,Full-time,Scotland,All,2019/20,48495,60%
Total undergraduate,First year,Full-time,Scotland,Female,2019/20,28405,60%
Total undergraduate,First year,Full-time,Scotland,Male,2019/20,20025,60%
Total undergraduate,First year,Full-time,Scotland,Other,2019/20,65,27%
Total undergraduate,First year,Full-time,Wales,All,2015/16,28825,77%
Total undergraduate,First year,Full-time,Wales,Female,2015/16,15230,77%
Total undergraduate,First year,Full-time,Wales,Male,2015/16,13580,77%
Total undergraduate,First year,Full-time,Wales,Other,2015/16,10,..
Total undergraduate,First year,Full-time,Wales,All,2016/17,29730,76%
Total undergraduate,First year,Full-time,Wales,Female,2016/17,15985,76%
Total undergraduate,First year,Full-time,Wales,Male,2016/17,13720,77%
Total undergraduate,First year,Full-time,Wales,Other,2016/17,30,80%
Total undergraduate,First year,Full-time,Wales,All,2017/18,30635,75%
Total undergraduate,First year,Full-time,Wales,Female,2017/18,16345,75%
Total undergraduate,First year,Full-time,Wales,Male,2017/18,14275,76%
Total undergraduate,First year,Full-time,Wales,Other,2017/18,20,59%
Total undergraduate,First year,Full-time,Wales,All,2018/19,30330,73%
Total undergraduate,First year,Full-time,Wales,Female,2018/19,16705,73%
Total undergraduate,First year,Full-time,Wales,Male,2018/19,13590,73%
Total undergraduate,First year,Full-time,Wales,Other,2018/19,35,79%
Total undergraduate,First year,Full-time,Wales,All,2019/20,31455,71%
Total undergraduate,First year,Full-time,Wales,Female,2019/20,17320,72%
Total undergraduate,First year,Full-time,Wales,Male,2019/20,14100,70%
Total undergraduate,First year,Full-time,Wales,Other,2019/20,40,79%
Total undergraduate,First year,Part-time,All,All,2015/16,151905,59%
Total undergraduate,First year,Part-time,All,Female,2015/16,99430,59%
Total undergraduate,First year,Part-time,All,Male,2015/16,52445,58%
Total undergraduate,First year,Part-time,All,Not known,2015/16,0,..
Total undergraduate,First year,Part-time,All,Other,2015/16,30,45%
Total undergraduate,First year,Part-time,All,All,2016/17,136700,54%
Total undergraduate,First year,Part-time,All,Female,2016/17,88560,54%
Total undergraduate,First year,Part-time,All,Male,2016/17,48040,53%
Total undergraduate,First year,Part-time,All,Not known,2016/17,5,..
Total undergraduate,First year,Part-time,All,Other,2016/17,95,44%
Total undergraduate,First year,Part-time,All,All,2017/18,132230,54%
Total undergraduate,First year,Part-time,All,Female,2017/18,84610,54%
Total undergraduate,First year,Part-time,All,Male,2017/18,47355,54%
Total undergraduate,First year,Part-time,All,Not known,2017/18,5,..
Total undergraduate,First year,Part-time,All,Other,2017/18,255,60%
Total undergraduate,First year,Part-time,All,All,2018/19,132015,53%
Total undergraduate,First year,Part-time,All,Female,2018/19,84320,53%
Total undergraduate,First year,Part-time,All,Male,2018/19,47210,53%
Total undergraduate,First year,Part-time,All,Not known,2018/19,5,..
Total undergraduate,First year,Part-time,All,Other,2018/19,485,68%
Total undergraduate,First year,Part-time,All,All,2019/20,126890,52%
Total undergraduate,First year,Part-time,All,Female,2019/20,79160,51%
Total undergraduate,First year,Part-time,All,Male,2019/20,47040,53%
Total undergraduate,First year,Part-time,All,Not known,2019/20,0,..
Total undergraduate,First year,Part-time,All,Other,2019/20,690,64%
Total undergraduate,First year,Part-time,England,All,2015/16,110660,55%
Total undergraduate,First year,Part-time,England,Female,2015/16,73375,56%
Total undergraduate,First year,Part-time,England,Male,2015/16,37265,53%
Total undergraduate,First year,Part-time,England,Not known,2015/16,0,..
Total undergraduate,First year,Part-time,England,Other,2015/16,15,36%
Total undergraduate,First year,Part-time,England,All,2016/17,95430,49%
Total undergraduate,First year,Part-time,England,Female,2016/17,62495,50%
Total undergraduate,First year,Part-time,England,Male,2016/17,32910,48%
Total undergraduate,First year,Part-time,England,Not known,2016/17,5,..
Total undergraduate,First year,Part-time,England,Other,2016/17,25,18%
Total undergraduate,First year,Part-time,England,All,2017/18,92740,49%
Total undergraduate,First year,Part-time,England,Female,2017/18,59825,50%
Total undergraduate,First year,Part-time,England,Male,2017/18,32835,49%
Total undergraduate,First year,Part-time,England,Not known,2017/18,5,..
Total undergraduate,First year,Part-time,England,Other,2017/18,75,33%
Total undergraduate,First year,Part-time,England,All,2018/19,92000,49%
Total undergraduate,First year,Part-time,England,Female,2018/19,58920,49%
Total undergraduate,First year,Part-time,England,Male,2018/19,32980,49%
Total undergraduate,First year,Part-time,England,Not known,2018/19,5,..
Total undergraduate,First year,Part-time,England,Other,2018/19,90,33%
Total undergraduate,First year,Part-time,England,All,2019/20,84560,47%
Total undergraduate,First year,Part-time,England,Female,2019/20,52220,46%
Total undergraduate,First year,Part-time,England,Male,2019/20,31970,49%
Total undergraduate,First year,Part-time,England,Not known,2019/20,0,..
Total undergraduate,First year,Part-time,England,Other,2019/20,365,54%
Total undergraduate,First year,Part-time,Northern Ireland,All,2015/16,7395,72%
Total undergraduate,First year,Part-time,Northern Ireland,Female,2015/16,4635,70%
Total undergraduate,First year,Part-time,Northern Ireland,Male,2015/16,2760,75%
Total undergraduate,First year,Part-time,Northern Ireland,All,2016/17,6245,66%
Total undergraduate,First year,Part-time,Northern Ireland,Female,2016/17,3990,64%
Total undergraduate,First year,Part-time,Northern Ireland,Male,2016/17,2255,70%
Total undergraduate,First year,Part-time,Northern Ireland,All,2017/18,6215,66%
Total undergraduate,First year,Part-time,Northern Ireland,Female,2017/18,3885,64%
Total undergraduate,First year,Part-time,Northern Ireland,Male,2017/18,2330,70%
Total undergraduate,First year,Part-time,Northern Ireland,All,2018/19,6120,62%
Total undergraduate,First year,Part-time,Northern Ireland,Female,2018/19,3815,59%
Total undergraduate,First year,Part-time,Northern Ireland,Male,2018/19,2305,68%
Total undergraduate,First year,Part-time,Northern Ireland,All,2019/20,8470,67%
Total undergraduate,First year,Part-time,Northern Ireland,Female,2019/20,5810,68%
Total undergraduate,First year,Part-time,Northern Ireland,Male,2019/20,2660,65%
Total undergraduate,First year,Part-time,Scotland,All,2015/16,18255,66%
Total undergraduate,First year,Part-time,Scotland,Female,2015/16,11905,67%
Total undergraduate,First year,Part-time,Scotland,Male,2015/16,6350,65%
Total undergraduate,First year,Part-time,Scotland,Other,2015/16,5,..
Total undergraduate,First year,Part-time,Scotland,All,2016/17,19275,67%
Total undergraduate,First year,Part-time,Scotland,Female,2016/17,12480,67%
Total undergraduate,First year,Part-time,Scotland,Male,2016/17,6735,66%
Total undergraduate,First year,Part-time,Scotland,Other,2016/17,65,88%
Total undergraduate,First year,Part-time,Scotland,All,2017/18,18855,65%
Total undergraduate,First year,Part-time,Scotland,Female,2017/18,12150,66%
Total undergraduate,First year,Part-time,Scotland,Male,2017/18,6545,65%
Total undergraduate,First year,Part-time,Scotland,Other,2017/18,160,93%
Total undergraduate,First year,Part-time,Scotland,All,2018/19,18465,65%
Total undergraduate,First year,Part-time,Scotland,Female,2018/19,12050,65%
Total undergraduate,First year,Part-time,Scotland,Male,2018/19,6040,63%
Total undergraduate,First year,Part-time,Scotland,Other,2018/19,375,91%
Total undergraduate,First year,Part-time,Scotland,All,2019/20,18920,62%
Total undergraduate,First year,Part-time,Scotland,Female,2019/20,12090,61%
Total undergraduate,First year,Part-time,Scotland,Male,2019/20,6520,62%
Total undergraduate,First year,Part-time,Scotland,Other,2019/20,310,83%
Total undergraduate,First year,Part-time,Wales,All,2015/16,15590,76%
Total undergraduate,First year,Part-time,Wales,Female,2015/16,9515,76%
Total undergraduate,First year,Part-time,Wales,Male,2015/16,6070,76%
Total undergraduate,First year,Part-time,Wales,Other,2015/16,5,..
Total undergraduate,First year,Part-time,Wales,All,2016/17,15750,75%
Total undergraduate,First year,Part-time,Wales,Female,2016/17,9595,75%
Total undergraduate,First year,Part-time,Wales,Male,2016/17,6145,76%
Total undergraduate,First year,Part-time,Wales,Other,2016/17,10,..
Total undergraduate,First year,Part-time,Wales,All,2017/18,14415,73%
Total undergraduate,First year,Part-time,Wales,Female,2017/18,8755,72%
Total undergraduate,First year,Part-time,Wales,Male,2017/18,5645,75%
Total undergraduate,First year,Part-time,Wales,Other,2017/18,20,..
Total undergraduate,First year,Part-time,Wales,All,2018/19,15435,73%
Total undergraduate,First year,Part-time,Wales,Female,2018/19,9535,72%
Total undergraduate,First year,Part-time,Wales,Male,2018/19,5885,75%
Total undergraduate,First year,Part-time,Wales,Other,2018/19,15,..
Total undergraduate,First year,Part-time,Wales,All,2019/20,14945,72%
Total undergraduate,First year,Part-time,Wales,Female,2019/20,9040,71%
Total undergraduate,First year,Part-time,Wales,Male,2019/20,5890,74%
Total undergraduate,First year,Part-time,Wales,Other,2019/20,15,50%
Total undergraduate,Other years,All,All,All,2015/16,1100655,84%
Total undergraduate,Other years,All,All,Female,2015/16,608150,84%
Total undergraduate,Other years,All,All,Male,2015/16,492145,83%
Total undergraduate,Other years,All,All,Not known,2015/16,170,100%
Total undergraduate,Other years,All,All,Other,2015/16,190,78%
Total undergraduate,Other years,All,All,All,2016/17,1123470,84%
Total undergraduate,Other years,All,All,Female,2016/17,623555,85%
Total undergraduate,Other years,All,All,Male,2016/17,499505,84%
Total undergraduate,Other years,All,All,Not known,2016/17,60,100%
Total undergraduate,Other years,All,All,Other,2016/17,345,76%
Total undergraduate,Other years,All,All,All,2017/18,1137255,84%
Total undergraduate,Other years,All,All,Female,2017/18,634870,84%
Total undergraduate,Other years,All,All,Male,2017/18,501745,84%
Total undergraduate,Other years,All,All,Not known,2017/18,120,96%
Total undergraduate,Other years,All,All,Other,2017/18,525,75%
Total undergraduate,Other years,All,All,All,2018/19,1152325,84%
Total undergraduate,Other years,All,All,Female,2018/19,644980,84%
Total undergraduate,Other years,All,All,Male,2018/19,506515,84%
Total undergraduate,Other years,All,All,Not known,2018/19,60,98%
Total undergraduate,Other years,All,All,Other,2018/19,770,71%
Total undergraduate,Other years,All,All,All,2019/20,1167735,84%
Total undergraduate,Other years,All,All,Female,2019/20,656605,84%
Total undergraduate,Other years,All,All,Male,2019/20,510015,84%
Total undergraduate,Other years,All,All,Not known,2019/20,0,..
Total undergraduate,Other years,All,All,Other,2019/20,1110,70%
Total undergraduate,Other years,All,England,All,2015/16,899755,84%
Total undergraduate,Other years,All,England,Female,2015/16,495890,84%
Total undergraduate,Other years,All,England,Male,2015/16,403570,83%
Total undergraduate,Other years,All,England,Not known,2015/16,170,100%
Total undergraduate,Other years,All,England,Other,2015/16,125,77%
Total undergraduate,Other years,All,England,All,2016/17,919910,84%
Total undergraduate,Other years,All,England,Female,2016/17,509265,85%
Total undergraduate,Other years,All,England,Male,2016/17,410335,84%
Total undergraduate,Other years,All,England,Not known,2016/17,60,100%
Total undergraduate,Other years,All,England,Other,2016/17,250,74%
Total undergraduate,Other years,All,England,All,2017/18,932790,84%
Total undergraduate,Other years,All,England,Female,2017/18,519265,84%
Total undergraduate,Other years,All,England,Male,2017/18,413020,84%
Total undergraduate,Other years,All,England,Not known,2017/18,120,96%
Total undergraduate,Other years,All,England,Other,2017/18,385,74%
Total undergraduate,Other years,All,England,All,2018/19,943695,84%
Total undergraduate,Other years,All,England,Female,2018/19,526260,84%
Total undergraduate,Other years,All,England,Male,2018/19,416805,84%
Total undergraduate,Other years,All,England,Not known,2018/19,60,98%
Total undergraduate,Other years,All,England,Other,2018/19,570,69%
Total undergraduate,Other years,All,England,All,2019/20,956790,84%
Total undergraduate,Other years,All,England,Female,2019/20,535085,84%
Total undergraduate,Other years,All,England,Male,2019/20,420820,84%
Total undergraduate,Other years,All,England,Not known,2019/20,0,..
Total undergraduate,Other years,All,England,Other,2019/20,885,69%
Total undergraduate,Other years,All,Northern Ireland,All,2015/16,27320,85%
Total undergraduate,Other years,All,Northern Ireland,Female,2015/16,14735,83%
Total undergraduate,Other years,All,Northern Ireland,Male,2015/16,12585,86%
Total undergraduate,Other years,All,Northern Ireland,Other,2015/16,0,..
Total undergraduate,Other years,All,Northern Ireland,All,2016/17,26835,85%
Total undergraduate,Other years,All,Northern Ireland,Female,2016/17,14645,84%
Total undergraduate,Other years,All,Northern Ireland,Male,2016/17,12190,85%
Total undergraduate,Other years,All,Northern Ireland,Other,2016/17,0,..
Total undergraduate,Other years,All,Northern Ireland,All,2017/18,26215,85%
Total undergraduate,Other years,All,Northern Ireland,Female,2017/18,14425,84%
Total undergraduate,Other years,All,Northern Ireland,Male,2017/18,11790,85%
Total undergraduate,Other years,All,Northern Ireland,Other,2017/18,0,..
Total undergraduate,Other years,All,Northern Ireland,All,2018/19,26705,84%
Total undergraduate,Other years,All,Northern Ireland,Female,2018/19,14965,83%
Total undergraduate,Other years,All,Northern Ireland,Male,2018/19,11740,85%
Total undergraduate,Other years,All,Northern Ireland,Other,2018/19,0,..
Total undergraduate,Other years,All,Northern Ireland,All,2019/20,26110,83%
Total undergraduate,Other years,All,Northern Ireland,Female,2019/20,14500,82%
Total undergraduate,Other years,All,Northern Ireland,Male,2019/20,11610,85%
Total undergraduate,Other years,All,Northern Ireland,Other,2019/20,0,..
Total undergraduate,Other years,All,Scotland,All,2015/16,114520,83%
Total undergraduate,Other years,All,Scotland,Female,2015/16,66255,84%
Total undergraduate,Other years,All,Scotland,Male,2015/16,48225,81%
Total undergraduate,Other years,All,Scotland,Other,2015/16,40,75%
Total undergraduate,Other years,All,Scotland,All,2016/17,117175,83%
Total undergraduate,Other years,All,Scotland,Female,2016/17,68040,84%
Total undergraduate,Other years,All,Scotland,Male,2016/17,49070,82%
Total undergraduate,Other years,All,Scotland,Other,2016/17,65,80%
Total undergraduate,Other years,All,Scotland,All,2017/18,118920,83%
Total undergraduate,Other years,All,Scotland,Female,2017/18,69150,84%
Total undergraduate,Other years,All,Scotland,Male,2017/18,49685,82%
Total undergraduate,Other years,All,Scotland,Other,2017/18,85,74%
Total undergraduate,Other years,All,Scotland,All,2018/19,122245,83%
Total undergraduate,Other years,All,Scotland,Female,2018/19,71335,84%
Total undergraduate,Other years,All,Scotland,Male,2018/19,50780,82%
Total undergraduate,Other years,All,Scotland,Other,2018/19,130,76%
Total undergraduate,Other years,All,Scotland,All,2019/20,124115,83%
Total undergraduate,Other years,All,Scotland,Female,2019/20,73355,84%
Total undergraduate,Other years,All,Scotland,Male,2019/20,50625,82%
Total undergraduate,Other years,All,Scotland,Other,2019/20,130,67%
Total undergraduate,Other years,All,Wales,All,2015/16,59060,84%
Total undergraduate,Other years,All,Wales,Female,2015/16,31275,83%
Total undergraduate,Other years,All,Wales,Male,2015/16,27765,84%
Total undergraduate,Other years,All,Wales,Other,2015/16,20,91%
Total undergraduate,Other years,All,Wales,All,2016/17,59550,86%
Total undergraduate,Other years,All,Wales,Female,2016/17,31610,85%
Total undergraduate,Other years,All,Wales,Male,2016/17,27910,86%
